canal;campanha;grupo de anúncio;data;impressões;cliques;leads;valor gasto
google;atr_search | Blumenau;Loja;2024-06-16;61.0;12.0;0.0;64.5
google;atr_search | Jaraguá do Sul;Loja;2024-06-16;13.0;3.0;0.0;4.11
google;atr_search | Joinville;Loja;2024-06-16;16.0;6.0;0.0;7.88
google;atr_search | marca;Loja;2024-06-16;92.0;15.0;1.0;25.45
google;atr_search | Blumenau;HB20;2024-06-17;76.0;16.0;0.0;79.88
google;atr_search | Jaraguá do Sul;HB20;2024-06-17;26.0;4.0;1.0;7.85
google;atr_search | Joinville;HB20;2024-06-17;60.0;14.0;3.0;30.18
google;atr_search | marca;HB20;2024-06-17;105.0;15.0;1.0;37.84
google;atr_search | Blumenau;Creta;2024-06-18;78.0;12.0;0.0;79.98
google;atr_search | Jaraguá do Sul;Creta;2024-06-18;18.0;3.0;2.0;6.33
google;atr_search | Joinville;Creta;2024-06-18;34.0;7.0;0.0;8.7
google;atr_search | marca;Creta;2024-06-18;112.0;18.0;0.0;36.98
google;atr_search | Blumenau;Creta;2024-06-19;125.0;13.0;0.0;79.91
google;atr_search | Jaraguá do Sul;Creta;2024-06-19;33.0;5.0;2.0;10.83
google;atr_search | Joinville;Creta;2024-06-19;41.0;11.0;1.0;19.09
google;atr_search | marca;Creta;2024-06-19;105.0;18.0;2.0;32.93
google;atr_search | Blumenau;Loja;2024-06-20;62.0;9.0;0.0;79.99
google;atr_search | Jaraguá do Sul;Loja;2024-06-20;35.0;11.0;3.0;19.25
google;atr_search | Joinville;Loja;2024-06-20;48.0;15.0;1.0;28.48
google;atr_search | marca;Loja;2024-06-20;117.0;20.0;0.0;32.52
google;atr_search | Jaraguá do Sul;HB20;2024-06-21;32.0;6.0;0.0;7.14
google;atr_search | Joinville;HB20;2024-06-21;58.0;9.0;2.0;18.95
google;atr_search | marca;HB20;2024-06-21;149.0;32.0;4.0;56.66
google;atr_search | Jaraguá do Sul;HB20;2024-06-22;31.0;7.0;0.0;10.42
google;atr_search | Joinville;HB20;2024-06-22;58.0;14.0;0.0;43.44
google;atr_search | marca;HB20;2024-06-22;141.0;26.0;2.0;45.28
google;atr_search | Jaraguá do Sul;Loja;2024-06-23;6.0;2.0;0.0;2.41
google;atr_search | Joinville;Loja;2024-06-23;36.0;7.0;2.0;25.87
google;atr_search | marca;Loja;2024-06-23;111.0;14.0;0.0;18.12
google;atr_search | Jaraguá do Sul;HB20;2024-06-24;43.0;6.0;0.0;16.64
google;atr_search | Joinville;HB20;2024-06-24;101.0;31.0;1.0;105.05
google;atr_search | marca;HB20;2024-06-24;196.0;33.0;3.0;70.74
google;atr_search | Jaraguá do Sul;Creta;2024-06-25;29.0;6.0;1.0;23.85
google;atr_search | Joinville;Creta;2024-06-25;58.0;10.0;0.0;30.4
google;atr_search | marca;Creta;2024-06-25;204.0;24.0;2.0;43.89
google;atr_search | Jaraguá do Sul;Creta;2024-06-26;35.0;5.0;0.0;22.45
google;atr_search | Joinville;Creta;2024-06-26;84.0;18.0;1.0;84.76
google;atr_search | marca;Creta;2024-06-26;169.0;33.0;1.0;59.1
google;atr_search | Jaraguá do Sul;Loja;2024-06-27;32.0;5.0;1.0;35.83
google;atr_search | Joinville;Loja;2024-06-27;89.0;10.0;1.0;52.11
google;atr_search | marca;Loja;2024-06-27;163.0;26.0;2.0;57.94
google;atr_search | Jaraguá do Sul;HB20;2024-06-28;53.0;11.0;0.0;60.16
google;atr_search | Joinville;HB20;2024-06-28;53.0;10.0;0.0;106.73
google;atr_search | marca;HB20;2024-06-28;143.0;26.0;2.0;55.23
google;atr_search | Jaraguá do Sul;HB20;2024-06-29;39.0;4.0;1.0;27.8
google;atr_search | Joinville;HB20;2024-06-29;28.0;8.0;2.0;87.11
google;atr_search | marca;HB20;2024-06-29;106.0;20.0;1.0;32.39
google;atr_search | Jaraguá do Sul;Loja;2024-06-30;33.0;5.0;2.0;47.93
google;atr_search | Joinville;Loja;2024-06-30;16.0;5.0;1.0;13.96
google;atr_search | marca;Loja;2024-06-30;77.0;16.0;1.0;24.24
google;atr_search | Blumenau;HB20;2024-07-01;14.0;1.0;0.0;2.62
google;atr_search | Jaraguá do Sul;HB20;2024-07-01;38.0;6.0;0.0;67.28
google;atr_search | Joinville;HB20;2024-07-01;85.0;13.0;0.0;65.97
google;atr_search | marca;HB20;2024-07-01;214.0;21.0;0.0;27.79
google;atr_search | Blumenau;Creta;2024-07-02;83.0;13.0;0.0;79.42
google;atr_search | Jaraguá do Sul;Creta;2024-07-02;61.0;3.0;2.0;40.87
google;atr_search | Joinville;Creta;2024-07-02;59.0;8.0;1.0;34.82
google;atr_search | marca;Creta;2024-07-02;356.0;34.0;2.0;53.51
google;atr_search | Blumenau;Creta;2024-07-03;150.0;11.0;0.0;40.31
google;atr_search | Jaraguá do Sul;Creta;2024-07-03;261.0;16.0;0.0;49.03
google;atr_search | Joinville;Creta;2024-07-03;246.0;21.0;3.0;37.85
google;atr_search | marca;Creta;2024-07-03;318.0;28.0;2.0;48.83
google;atr_search | Blumenau;Loja;2024-07-04;245.0;16.0;1.0;47.85
google;atr_search | Jaraguá do Sul;Loja;2024-07-04;145.0;5.0;0.0;35.51
google;atr_search | Joinville;Loja;2024-07-04;300.0;15.0;0.0;38.03
google;atr_search | marca;Loja;2024-07-04;314.0;29.0;1.0;46.43
google;atr_search | Blumenau;HB20;2024-07-05;106.0;16.0;2.0;38.76
google;atr_search | Jaraguá do Sul;HB20;2024-07-05;303.0;14.0;0.0;43.06
google;atr_search | Joinville;HB20;2024-07-05;302.0;19.0;0.0;28.67
google;atr_search | marca;HB20;2024-07-05;536.0;31.0;2.0;38.5
google;atr_search | Blumenau;HB20;2024-07-06;191.0;25.0;2.0;46.98
google;atr_search | Jaraguá do Sul;HB20;2024-07-06;117.0;8.0;0.0;36.02
google;atr_search | Joinville;HB20;2024-07-06;74.0;6.0;0.0;23.32
google;atr_search | marca;HB20;2024-07-06;310.0;24.0;3.0;30.6
google;atr_search | Blumenau;Loja;2024-07-07;270.0;22.0;1.0;44.94
google;atr_search | Jaraguá do Sul;Loja;2024-07-07;153.0;12.0;1.0;24.31
google;atr_search | Joinville;Loja;2024-07-07;351.0;15.0;1.0;32.93
google;atr_search | marca;Loja;2024-07-07;313.0;23.0;1.0;29.71
google;atr_search | Blumenau;HB20;2024-07-08;181.0;23.0;0.0;42.47
google;atr_search | Jaraguá do Sul;HB20;2024-07-08;218.0;20.0;0.0;36.25
google;atr_search | Joinville;HB20;2024-07-08;463.0;20.0;1.0;34.61
google;atr_search | marca;HB20;2024-07-08;447.0;35.0;1.0;39.91
google;atr_search | Blumenau;Creta;2024-07-09;161.0;15.0;0.0;48.12
google;atr_search | Jaraguá do Sul;Creta;2024-07-09;376.0;21.0;0.0;36.79
google;atr_search | Joinville;Creta;2024-07-09;336.0;16.0;1.0;32.52
google;atr_search | marca;Creta;2024-07-09;360.0;35.0;2.0;42.83
google;atr_search | Blumenau;Creta;2024-07-10;303.0;19.0;0.0;37.64
google;atr_search | Jaraguá do Sul;Creta;2024-07-10;325.0;20.0;1.0;37.93
google;atr_search | Joinville;Creta;2024-07-10;440.0;16.0;0.0;20.65
google;atr_search | marca;Creta;2024-07-10;391.0;24.0;1.0;40.4
google;atr_search | Blumenau;Loja;2024-07-11;199.0;17.0;0.0;40.6
google;atr_search | Jaraguá do Sul;Loja;2024-07-11;339.0;19.0;0.0;34.91
google;atr_search | Joinville;Loja;2024-07-11;473.0;30.0;1.0;53.22
google;atr_search | marca;Loja;2024-07-11;580.0;34.0;2.0;39.19
google;atr_search | Blumenau;HB20;2024-07-12;245.0;17.0;0.0;29.69
google;atr_search | Jaraguá do Sul;HB20;2024-07-12;301.0;23.0;0.0;35.61
google;atr_search | Joinville;HB20;2024-07-12;259.0;15.0;1.0;25.53
google;atr_search | marca;HB20;2024-07-12;494.0;44.0;0.0;55.71
google;atr_search | Blumenau;HB20;2024-07-13;143.0;13.0;0.0;19.09
google;atr_search | Jaraguá do Sul;HB20;2024-07-13;171.0;14.0;1.0;16.81
google;atr_search | Joinville;HB20;2024-07-13;184.0;10.0;0.0;10.59
google;atr_search | marca;HB20;2024-07-13;368.0;22.0;0.0;35.36
google;atr_search | Blumenau;Loja;2024-07-14;121.0;8.0;0.0;6.51
google;atr_search | Jaraguá do Sul;Loja;2024-07-14;195.0;5.0;0.0;4.55
google;atr_search | Joinville;Loja;2024-07-14;232.0;14.0;0.0;14.28
google;atr_search | marca;Loja;2024-07-14;293.0;26.0;2.0;34.81
google;atr_search | Blumenau;HB20;2024-07-15;145.0;14.0;0.0;12.19
google;atr_search | Jaraguá do Sul;HB20;2024-07-15;160.0;12.0;0.0;16.39
google;atr_search | Joinville;HB20;2024-07-15;308.0;27.0;1.0;35.09
google;atr_search | marca;HB20;2024-07-15;541.0;31.0;2.0;46.74
google;atr_search | Blumenau;Creta;2024-07-16;161.0;12.0;0.0;13.73
google;atr_search | Jaraguá do Sul;Creta;2024-07-16;155.0;16.0;0.0;18.64
google;atr_search | Joinville;Creta;2024-07-16;193.0;11.0;0.0;11.88
google;atr_search | marca;Creta;2024-07-16;618.0;41.0;1.0;55.85
google;atr_search | Blumenau;Creta;2024-07-17;157.0;9.0;1.0;9.71
google;atr_search | Joinville;Creta;2024-07-17;220.0;13.0;0.5;17.91
google;atr_search | marca;Creta;2024-07-17;471.0;29.0;0.5;44.12
google;atr_search | Blumenau;Loja;2024-07-18;147.0;10.0;0.0;9.59
google;atr_search | joinviile (NEW) - TESTE;Loja;2024-07-18;20.0;6.0;1.0;11.53
google;atr_search | Joinville;Loja;2024-07-18;200.0;9.0;1.0;9.31
google;atr_search | marca;Loja;2024-07-18;567.0;31.0;0.0;42.39
google;atr_search | Blumenau;HB20;2024-07-19;156.0;8.0;1.0;6.25
google;atr_search | joinviile (NEW) - TESTE;HB20;2024-07-19;64.0;17.0;1.0;42.53
google;atr_search | Joinville;HB20;2024-07-19;174.0;13.0;0.0;11.31
google;atr_search | marca;HB20;2024-07-19;198.0;19.0;1.0;30.44
google;atr_search | Blumenau;HB20;2024-07-20;129.0;8.0;0.0;8.83
google;atr_search | joinviile (NEW) - TESTE;HB20;2024-07-20;80.0;14.0;0.0;41.78
google;atr_search | Joinville;HB20;2024-07-20;149.0;4.0;0.0;5.36
google;atr_search | marca;HB20;2024-07-20;319.0;20.0;2.0;32.81
google;atr_search | Blumenau;Loja;2024-07-21;82.0;9.0;0.0;13.54
google;atr_search | joinviile (NEW) - TESTE;Loja;2024-07-21;62.0;10.0;0.0;42.85
google;atr_search | Joinville;Loja;2024-07-21;141.0;8.0;0.0;6.35
google;atr_search | marca;Loja;2024-07-21;341.0;22.0;0.0;30.13
google;atr_search | Blumenau;HB20;2024-07-22;73.0;7.0;0.0;5.36
google;atr_search | joinviile (NEW) - TESTE;HB20;2024-07-22;85.0;9.0;1.0;48.57
google;atr_search | Joinville;HB20;2024-07-22;276.0;12.0;1.0;13.7
google;atr_search | marca;HB20;2024-07-22;362.0;32.0;2.0;50.98
google;atr_search | joinviile (NEW) - TESTE;Creta;2024-07-23;12.0;1.0;0.0;16.8
google;atr_search | Joinville;Creta;2024-07-23;211.0;13.0;0.0;15.12
google;atr_search | marca;Creta;2024-07-23;679.0;55.0;2.0;81.67
google;atr_search | AsU;Creta;2024-07-24;8.0;0.0;0.0;0.0
google;atr_search | Joinville;Creta;2024-07-24;235.0;16.0;0.0;13.1
google;atr_search | marca;Creta;2024-07-24;655.0;52.0;5.0;78.73
google;atr_search | AsU;Loja;2024-07-25;185.0;24.0;2.0;39.06
google;atr_search | Joinville;Loja;2024-07-25;219.0;21.0;1.0;22.57
google;atr_search | marca;Loja;2024-07-25;513.0;59.0;2.0;82.3
google;atr_search | AsU;HB20;2024-07-26;174.0;16.0;0.0;23.68
google;atr_search | Joinville;HB20;2024-07-26;165.0;11.0;0.0;8.92
google;atr_search | marca;HB20;2024-07-26;595.0;48.0;1.0;60.93
google;atr_search | AsU;HB20;2024-07-27;99.0;15.0;0.0;18.2
google;atr_search | Joinville;HB20;2024-07-27;139.0;10.0;0.0;8.44
google;atr_search | marca;HB20;2024-07-27;694.0;67.0;3.0;77.01
google;atr_search | AsU;Loja;2024-07-28;108.0;6.0;0.0;6.57
google;atr_search | Joinville;Loja;2024-07-28;133.0;9.0;0.0;7.29
google;atr_search | marca;Loja;2024-07-28;563.0;56.0;1.0;70.03
google;atr_search | AsU;HB20;2024-07-29;226.0;25.0;1.0;35.07
google;atr_search | Joinville;HB20;2024-07-29;219.0;12.0;1.0;15.34
google;atr_search | marca;HB20;2024-07-29;577.0;60.0;2.0;83.33
google;atr_search | AsU;Creta;2024-07-30;146.0;14.0;2.0;16.99
google;atr_search | Joinville;Creta;2024-07-30;218.0;7.0;2.0;6.78
google;atr_search | marca;Creta;2024-07-30;517.0;52.0;2.0;73.4
google;atr_search | AsU;Creta;2024-07-31;123.0;14.0;0.0;15.18
google;atr_search | Joinville;Creta;2024-07-31;194.0;6.0;0.0;4.59
google;atr_search | marca;Creta;2024-07-31;486.0;45.0;5.0;67.6
google;atr_search | AsU;Loja;2024-08-01;98.0;7.0;0.0;13.98
google;atr_search | Joinville;Loja;2024-08-01;141.0;10.0;1.0;7.16
google;atr_search | marca;Loja;2024-08-01;603.0;46.0;5.0;59.15
google;atr_search | AsU;HB20;2024-08-02;61.0;3.0;0.0;3.25
google;atr_search | Joinville;HB20;2024-08-02;110.0;8.0;0.0;8.15
google;atr_search | marca;HB20;2024-08-02;572.0;48.0;1.0;50.15
google;atr_search | AsU;HB20;2024-08-03;47.0;2.0;0.0;2.47
google;atr_search | Joinville;HB20;2024-08-03;104.0;2.0;0.0;2.21
google;atr_search | marca;HB20;2024-08-03;537.0;56.0;1.0;58.14
google;atr_search | AsU;Loja;2024-08-04;42.0;4.0;0.0;3.91
google;atr_search | Joinville;Loja;2024-08-04;104.0;4.0;0.0;2.45
google;atr_search | marca;Loja;2024-08-04;509.0;42.0;0.0;36.24
google;atr_search | AsU;HB20;2024-08-05;96.0;12.0;0.0;13.63
google;atr_search | Joinville;HB20;2024-08-05;147.0;8.0;1.0;4.74
google;atr_search | marca;HB20;2024-08-05;703.0;57.0;7.0;78.59
google;atr_search | AsU;Creta;2024-08-06;70.0;3.0;1.0;2.85
google;atr_search | Joinville;Creta;2024-08-06;119.0;7.0;0.0;8.58
google;atr_search | marca;Creta;2024-08-06;587.0;46.0;1.0;56.46
google;atr_search | AsU;Creta;2024-08-07;38.0;3.0;0.0;4.36
google;atr_search | Joinville;Creta;2024-08-07;109.0;7.0;1.0;6.5
google;atr_search | marca;Creta;2024-08-07;466.0;36.0;1.0;45.04
google;atr_search | AsU;Loja;2024-08-08;42.0;6.0;1.0;5.21
google;atr_search | Joinville;Loja;2024-08-08;120.0;8.0;0.0;8.39
google;atr_search | marca;Loja;2024-08-08;585.0;49.0;2.0;53.32
google;atr_search | AsU;HB20;2024-08-09;44.0;6.0;0.0;6.68
google;atr_search | Joinville;HB20;2024-08-09;81.0;5.0;2.0;3.76
google;atr_search | marca;HB20;2024-08-09;511.0;48.0;3.0;72.45
google;atr_search | AsU;HB20;2024-08-10;34.0;5.0;0.0;6.54
google;atr_search | Joinville;HB20;2024-08-10;89.0;8.0;0.0;7.82
google;atr_search | marca;HB20;2024-08-10;364.0;40.0;2.0;42.71
google;atr_search | AsU;Loja;2024-08-11;24.0;1.0;0.0;0.8
google;atr_search | Joinville;Loja;2024-08-11;97.0;3.0;0.0;2.97
google;atr_search | marca;Loja;2024-08-11;385.0;22.0;0.0;28.75
google;atr_search | AsU;HB20;2024-08-12;61.0;2.0;0.0;2.52
google;atr_search | Joinville;HB20;2024-08-12;119.0;8.0;0.0;5.82
google;atr_search | marca;HB20;2024-08-12;640.0;46.0;1.0;54.33
google;atr_search | AsU;Creta;2024-08-13;38.0;2.0;0.0;1.34
google;atr_search | Joinville;Creta;2024-08-13;93.0;9.0;0.0;5.97
google;atr_search | marca;Creta;2024-08-13;653.0;65.0;1.0;72.77
google;atr_search | AsU;Creta;2024-08-14;25.0;3.0;0.0;3.07
google;atr_search | Joinville;Creta;2024-08-14;99.0;12.0;0.0;11.1
google;atr_search | marca;Creta;2024-08-14;576.0;53.0;2.0;63.9
google;atr_search | AsU;Loja;2024-08-15;28.0;2.0;1.0;1.35
google;atr_search | Joinville;Loja;2024-08-15;131.0;4.0;0.0;6.23
google;atr_search | marca;Loja;2024-08-15;605.0;59.0;3.0;67.69
google;atr_search | AsU;HB20;2024-08-16;56.0;3.0;0.0;5.54
google;atr_search | Joinville;HB20;2024-08-16;122.0;4.0;0.0;3.64
google;atr_search | marca;HB20;2024-08-16;380.0;50.0;0.0;68.16
google;atr_search | AsU;HB20;2024-08-17;28.0;1.0;1.0;1.26
google;atr_search | Joinville;HB20;2024-08-17;98.0;5.0;0.0;4.92
google;atr_search | marca;HB20;2024-08-17;395.0;35.0;2.0;38.45
google;atr_search | AsU;Loja;2024-08-18;13.0;2.0;0.0;1.82
google;atr_search | Joinville;Loja;2024-08-18;88.0;2.0;0.0;0.53
google;atr_search | marca;Loja;2024-08-18;422.0;39.0;4.0;49.09
google;atr_search | AsU;HB20;2024-08-19;60.0;4.0;1.0;2.82
google;atr_search | Joinville;HB20;2024-08-19;136.0;9.0;0.0;6.22
google;atr_search | marca;HB20;2024-08-19;709.0;76.0;4.0;96.99
google;atr_search | AsU;Creta;2024-08-20;55.0;5.0;0.0;5.99
google;atr_search | Joinville;Creta;2024-08-20;154.0;14.0;0.0;13.11
google;atr_search | marca;Creta;2024-08-20;703.0;74.0;4.0;98.89
google;atr_search | AsU;Creta;2024-08-21;66.0;5.0;1.0;4.44
google;atr_search | Joinville;Creta;2024-08-21;119.0;8.0;1.0;6.49
google;atr_search | marca;Creta;2024-08-21;550.0;70.0;3.0;91.08
google;atr_search | AsU;Loja;2024-08-22;45.0;4.0;0.0;5.4
google;atr_search | Joinville;Loja;2024-08-22;143.0;9.0;1.0;11.69
google;atr_search | marca;Loja;2024-08-22;666.0;52.0;1.0;78.89
google;atr_search | AsU;HB20;2024-08-23;76.0;9.0;1.0;9.3
google;atr_search | Joinville;HB20;2024-08-23;132.0;12.0;0.0;8.94
google;atr_search | marca;HB20;2024-08-23;403.0;47.0;4.0;65.87
google;atr_search | AsU;HB20;2024-08-24;39.0;5.0;0.0;6.21
google;atr_search | Joinville;HB20;2024-08-24;121.0;12.0;0.0;11.36
google;atr_search | marca;HB20;2024-08-24;528.0;41.0;2.0;47.32
google;atr_search | AsU;Loja;2024-08-25;24.0;2.0;1.0;1.62
google;atr_search | Joinville;Loja;2024-08-25;79.0;1.0;0.0;0.35
google;atr_search | marca;Loja;2024-08-25;436.0;34.0;2.0;40.72
google;atr_search | AsU;HB20;2024-08-26;113.0;10.0;0.0;13.28
google;atr_search | Blumenau;HB20;2024-08-26;11.0;1.0;0.0;0.5
google;atr_search | Jaraguá do Sul;HB20;2024-08-26;10.0;1.0;0.0;0.85
google;atr_search | Joinville;HB20;2024-08-26;199.0;16.0;0.0;18.69
google;atr_search | marca;HB20;2024-08-26;315.0;37.0;1.0;50.52
google;atr_search | Ponta Grossa;HB20;2024-08-26;18.0;3.0;0.0;3.43
google;atr_search | AsU;Creta;2024-08-27;103.0;23.0;2.0;25.82
google;atr_search | Blumenau;Creta;2024-08-27;117.0;20.0;1.0;32.87
google;atr_search | Jaraguá do Sul;Creta;2024-08-27;68.0;11.0;0.0;19.86
google;atr_search | Joinville;Creta;2024-08-27;198.0;14.0;0.0;19.46
google;atr_search | marca;Creta;2024-08-27;297.0;19.0;3.0;26.99
google;atr_search | Ponta Grossa;Creta;2024-08-27;1044.0;15.0;1.0;13.66
google;atr_search | AsU;Creta;2024-08-28;102.0;13.0;0.0;19.59
google;atr_search | Blumenau;Creta;2024-08-28;105.0;14.0;4.0;30.16
google;atr_search | Jaraguá do Sul;Creta;2024-08-28;211.0;13.0;4.0;18.21
google;atr_search | Joinville;Creta;2024-08-28;158.0;19.0;2.0;23.64
google;atr_search | marca;Creta;2024-08-28;434.0;26.0;0.0;24.22
google;atr_search | Ponta Grossa;Creta;2024-08-28;453.0;34.0;1.0;49.21
google;atr_search | AsU;Loja;2024-08-29;81.0;11.0;1.0;25.88
google;atr_search | Blumenau;Loja;2024-08-29;111.0;16.0;4.0;23.6
google;atr_search | Jaraguá do Sul;Loja;2024-08-29;80.0;5.0;3.0;12.16
google;atr_search | Joinville;Loja;2024-08-29;125.0;13.0;2.0;20.11
google;atr_search | marca;Loja;2024-08-29;430.0;23.0;1.5;25.63
google;atr_search | Ponta Grossa;Loja;2024-08-29;777.0;24.0;2.0;31.7
google;atr_search | AsU;HB20;2024-08-30;161.0;16.0;3.0;24.25
google;atr_search | Blumenau;HB20;2024-08-30;103.0;13.0;1.0;19.03
google;atr_search | Jaraguá do Sul;HB20;2024-08-30;190.0;9.0;3.0;17.51
google;atr_search | Joinville;HB20;2024-08-30;150.0;15.0;4.0;23.93
google;atr_search | marca;HB20;2024-08-30;157.0;17.0;4.5;24.65
google;atr_search | Ponta Grossa;HB20;2024-08-30;896.0;35.0;0.0;32.52
google;atr_search | AsU;HB20;2024-08-31;112.0;9.0;1.0;16.85
google;atr_search | Blumenau;HB20;2024-08-31;88.0;14.0;3.0;19.78
google;atr_search | Jaraguá do Sul;HB20;2024-08-31;129.0;10.0;3.0;20.71
google;atr_search | Joinville;HB20;2024-08-31;145.0;9.0;1.0;17.64
google;atr_search | marca;HB20;2024-08-31;339.0;29.0;1.0;25.65
google;atr_search | Ponta Grossa;HB20;2024-08-31;263.0;15.0;2.0;20.14
